Rank,Site,Manufacturer,Computer,Country,Year,Cores,RMax,RPeak,Nmax,Nhalf,Power,Processor Family,Processor,Proc. Frequency,Processor Cores,System Family,System Model,Operating System,Accelerator,Architecture,Segment,Application Area,Interconnect Family,Interconnect,Region,Continent,Publication Date
76,Joint Supercomputer Center,Hewlett-Packard,"Cluster Platform 3000 BL460c/BL2x220, Xeon 54xx 3 Ghz, Infiniband",Russia,2009,11680,107448.0,140160.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon X54xx (Harpertown),3000,4,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c/BL 2x220,Linux,,Cluster,Academic,Research,Infiniband,Infinband DDR 4x,Eastern Europe,Europe,06/2011
77,HLRN at Universitaet Hannover / RRZN,SGI,"SGI Altix ICE 8200EX, Xeon QC E5472 3.0 GHz/X5570 2.93 GHz",Germany,2009,10240,107100.0,120730.0,1535480,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2930,4,SGI Altix,SGI Altix ICE 8200EX,SLES10 + SGI ProPack 5,,MPP,Academic,Research,Infiniband,Infiniband,Western Europe,Europe,06/2011
78,HLRN at ZIB/Konrad Zuse-Zentrum fuer Informationstechnik,SGI,"SGI Altix ICE 8200EX, Xeon QC E5472 3.0 GHz/X5570 2.93 GHz",Germany,2009,10240,107100.0,120730.0,1535480,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2930,4,SGI Altix,SGI Altix ICE 8200EX,SLES10 + SGI ProPack 5,,MPP,Academic,Research,Infiniband,Infiniband,Western Europe,Europe,06/2011
79,Total Exploration Production,SGI,"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",France,2008,10240,106100.0,122880.0,1535480,0,442.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,4,SGI Altix,SGI Altix ICE 8200EX,SLES10 + SGI ProPack 5,,MPP,Industry,Geophysics,Infiniband,Infiniband,Western Europe,Europe,06/2011
80,Lawrence Livermore National Laboratory,Dell,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR",United States,2010,15000,105900.0,168000.0,1476000,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2800,6,Dell Xanadu,Dell Xanadu 3 Cluster,Linux,,Cluster,Research,Energy,Infiniband,Infiniband QDR,North America,Americas,06/2011
81,Cyfronet,Hewlett-Packard,"Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband",Poland,2011,11694,104765.0,124424.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon L56xx (Westmere-EP),2260,6,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,,Cluster,Academic,Not Specified,Infiniband,Infiniband,Eastern Europe,Europe,06/2011
82,"Computer Network Information Center, Chinese Academy of Science",Lenovo,"DeepComp 7000, HS21/x3950 Cluster, Xeon QC HT 3 GHz/2.93 GHz, Infiniband",China,2008,12216,102800.0,145965.0,1600000,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,4,Lenovo Cluster,Lenovo DeepComp 7000,Linux,,Cluster,Academic,Research,Infiniband,Infiniband,Eastern Asia,Asia,06/2011
83,Lawrence Livermore National Laboratory,Appro International,"Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband",United States,2009,13552,102200.0,127200.0,1651780,0,0.0,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,4,Appro XtremeServer,Appro XtremeServers,Redhat Linux,,Cluster,Research,Research,Infiniband,Infinband DDR 4x,North America,Americas,06/2011
84,"Information Technology Center, The University of Tokyo",Hitachi,Hitachi opteron QC 2.3 GHz Myrinet 10G,Japan,2009,15104,101741.0,138956.0,1740800,0,831.5,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,4,Hitachi Cluster,Hitachi Cluster,Linux,,Cluster,Academic,Research,Myrinet,Myrinet 10G,Eastern Asia,Asia,06/2011
85,Kurchatov Institute Moscow,Hewlett-Packard,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",Russia,2010,10304,101213.0,123648.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,4,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,,Cluster,Research,Not Specified,Infiniband,Infiniband,Eastern Europe,Europe,06/2011
86,Lawrence Livermore National Laboratory,Appro International,"Appro GreenBlade Cluster Xeon X5660 2.8Ghz, nVIDIA M2050, Infiniband",United States,2010,8240,100500.0,239866.0,1414656,0,745.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2800,6,Appro Cluster,Appro GreenBlade Cluster,Linux,NVIDIA 2050,Cluster,Research,Energy,Infiniband,Infiniband QDR,North America,Americas,06/2011
87,South Ural State University,Self-made,"SKIF Aurora Platform - Intel Xeon X5680, Infiniband QDR",Russia,2011,8832,100400.0,117000.0,1042080,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),3330,6,NOW - Intel,SKIF Aurora Platform,Linux,,Cluster,Academic,Not Specified,Infiniband,Infiniband QDR,Eastern Europe,Europe,06/2011
88,Max-Planck-Gesellschaft MPI/IPP,IBM,"Power 575, p6 4.7 GHz, Infiniband",Germany,2009,6848,98423.0,128742.0,0,0,1095.0,Power,POWER6,4700,2,IBM pSeries,pSeries 575,AIX,,MPP,Research,Not Specified,Infiniband,Infiniband,Western Europe,Europe,06/2011
89,Institute of Physical and Chemical Res. (RIKEN),Fujitsu,"RIKEN Intergrated Cluster of Clusters, Xeon X5570 2.93GHz, Infiniband DDR",Japan,2009,9048,97940.0,106042.0,1287936,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2930,4,Fujitsu Cluster,Fujitsu RX200S5 Cluster,RedHat Enterprise 5,,Cluster,Research,Research,Infiniband,Infiniband DDR,Eastern Asia,Asia,06/2011
90,Government,Hewlett-Packard,"Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband",Sweden,2011,17280,97500.0,156211.0,1700000,0,0.0,Intel EM64T,Intel EM64T Xeon L56xx (Westmere-EP),2260,6,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,,Cluster,Government,Not Specified,Infiniband,Infiniband,Northern Europe,Europe,06/2011
91,DOE/SC/Pacific Northwest National Laboratory,Hewlett-Packard,"Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR",United States,2008,18176,97071.0,159949.0,488000,0,0.0,AMD x86_64,AMD x86_64 Opteron Quad Core,2200,4,HP Cluster Platform 4000,HP Cluster Platform 4000 DL185 G5 Cluster,Linux,,Cluster,Research,Life Science,Infiniband,Infiniband DDR,North America,Americas,06/2011
92,Naval Oceanographic Office - NAVO DSRC,Cray Inc.,Cray XT5 QC 2.4 GHz,United States,2011,12720,96550.0,122112.0,1652536,0,588.9,AMD x86_64,AMD x86_64 Opteron Quad Core,2400,4,Cray XT,Cray XT5 QuadCore,CNL,,MPP,Research,Not Specified,Proprietary,XT4 Internal Interconnect,North America,Americas,06/2011
93,EDF R&D,IBM,Blue Gene/P Solution,France,2008,32768,95450.0,111411.0,0,0,252.0,Power,PowerPC 450,850,4,IBM BlueGene,BlueGene/P,CNK/SLES 9,,MPP,Industry,Research,Proprietary,Proprietary,Western Europe,Europe,06/2011
94,University of Edinburgh,Cray Inc.,"Cray XT4, 2.3 GHz",United Kingdom,2009,12288,95080.0,113050.0,0,0,0.0,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,4,Cray XT,Cray XT4,UNICOS/lc,,MPP,Academic,Research,Proprietary,XT4 Internal Interconnect,Northern Europe,Europe,06/2011
95,IT Service Provider,Hewlett-Packard,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",Germany,2009,10240,94737.1,122880.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),3000,4,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,,Cluster,Industry,Information Service,Infiniband,Infiniband,Western Europe,Europe,06/2011
96,Clemson University,Dell/Sun/IBM,"PowerEdge 1950/SunFire X2200/iDataPlex/IBM dx340  Intel 53xx/54xx 2.33Ghz, Opteron 2.3 Ghz, E5410 2.33GHz Myrinet 10G",United States,2011,12528,92480.0,115258.0,1460200,0,0.0,Intel EM64T,Intel EM64T Xeon E54xx (Harpertown),2333,4,Dell/Sun/IBM Cluster,PowerEdge 1950/SunFire X2200/iDataPlex Cluster,Linux,,Cluster,Academic,Not Specified,Myrinet,Myrinet 10G,North America,Americas,06/2011
97,Tsinghua University,Inspur,"Inspur TS10000 HPC Server, Xeon X56xx 2.93 Ghz, QDR Infiniband",China,2011,9216,92420.0,107299.0,1729280,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2930,6,Inspur Cluster,Inspur TS10000 HPC Server,Linux,,Cluster,Academic,Not Specified,Infiniband,Infiniband QDR,Eastern Asia,Asia,06/2011
98,IBM Thomas J. Watson Research Center,IBM,eServer Blue Gene Solution,United States,2005,40960,91290.0,114688.0,983039,0,448.0,Power,PowerPC 440,700,2,IBM BlueGene,BlueGene/L,CNK/SLES 9,,MPP,Research,Information Processing Service,Proprietary,Proprietary,North America,Americas,06/2011
99,Idaho National Laboratory,Appro International,"Appro Xtreme-X3 Opteron 2.4GHz, Infiniband QDR",United States,2011,12480,91030.0,119808.0,1630720,0,360.0,AMD x86_64,AMD x86_64 Opteron 8 Core,2400,8,Appro XtremeServer,Appro XtremeServers,Linux,,Cluster,Research,Research,Infiniband,Infiniband QDR,North America,Americas,06/2011
100,University of Alaska - Arctic Region Supercomputing Center,Cray Inc.,Cray XE6 8-core 2.3 GHz,United States,2010,11648,88920.0,107162.0,0,0,0.0,AMD x86_64,AMD x86_64 Opteron 8 Core,2300,8,Cray XE,Cray XE6,Linux,,MPP,Academic,Not Specified,Custom,Custom,North America,Americas,06/2011
101,Automotive,IBM,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband",United States,2011,8568,88620.0,100417.0,0,0,240.41,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2930,6,IBM BladeCenter,"BladeCenter HS22 Cluster, WM Xeon 6-core",Linux,,Cluster,Industry,Automotive,Infiniband,Infiniband,North America,Americas,06/2011
102,Automotive,IBM,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband",United States,2011,8568,88620.0,100417.0,0,0,240.41,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2930,6,IBM BladeCenter,"BladeCenter HS22 Cluster, WM Xeon 6-core",Linux,,Cluster,Industry,Automotive,Infiniband,Infiniband,North America,Americas,06/2011
103,Manufacturing Company,Hewlett-Packard,"Cluster Platform 3000 BL460c G6, Xeon X5570 2.93 GHz, Infiniband",France,2009,8576,88550.0,100511.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2930,4,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c G6,Linux,,Cluster,Industry,Aerospace,Infiniband,Infinband DDR 4x,Western Europe,Europe,06/2011
104,Financial Services Company (G),Hewlett-Packard,"Cluster Platform 3000 DL165, Opteron 2.1 GHz 12C, GigE",United States,2011,20784,87542.8,174586.0,0,0,0.0,AMD x86_64,AMD x86_64 Opteron 12 Core,2100,12,HP Cluster Platform 3000,HP DL165 Cluster,Linux,,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2011
105,Bull,Bull SA,Bull bullx super-node S6010/S6030,France,2010,11520,87470.0,104602.0,1643136,0,0.0,Intel EM64T,Intel EM64T Xeon 75xx (Nehalem-EX),2260,8,Bull Bullx,bullx super-node S6010/S6030,Linux,,Cluster,Vendor,Benchmarking,Infiniband,Infiniband QDR,Western Europe,Europe,06/2011
106,Commissariat a l'Energie Atomique (CEA),Bull SA,"Bullx S6010 Cluster,  Xeon 2.26 Ghz 8-core, QDR Infiniband",France,2010,11520,87470.0,104417.0,1643136,0,0.0,Intel EM64T,Intel EM64T Xeon 75xx (Nehalem-EX),2260,8,Bull Bullx,bullx super-node S6010,Linux,,Cluster,Research,Research,Infiniband,Infiniband QDR,Western Europe,Europe,06/2011
107,iVEC,Hewlett-Packard,"HP Pod BL2x220, X5660 2.8 Ghz, Infiniband QDR",Australia,2010,9600,87198.7,107520.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2800,6,HP Cluster Platform 3000BL,Cluster Platform 3000 BL 2x220,Linux,,Cluster,Academic,Research,Infiniband,Infiniband QDR,Australia and New Zealand,Oceania,06/2011
108,"University of Cologne, Regional Computing Centre",Bull SA,"Bullx Supernode/Blade  Xeon X5550/X5650 2.66 Ghz, Infiniband",Germany,2010,9376,85900.0,100171.0,1446480,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2660,6,Bull Bullx,Bullx Blade/Supernode,Linux,,Cluster,Academic,Research,Infiniband,Infiniband QDR,Western Europe,Europe,06/2011
109,IBM Thomas J. Watson Research Center,IBM,NNSA/SC Blue Gene/Q Prototype 2,United States,2011,8192,85880.0,104858.0,434175,0,40.95,Power,Power BQC,1600,16,IBM BlueGene,BlueGene/Q,Linux,,MPP,Research,Software,Custom,Custom,North America,Americas,06/2011
110,Lawrence Livermore National Laboratory,Appro International,"Appro Xtreme-X3 Opteron 2.0GHz, Infiniband DDR",United States,2009,13440,83080.0,107500.0,1370880,685440,700.0,AMD x86_64,AMD x86_64 Opteron Quad Core,2000,4,Appro XtremeServer,Appro Xtreme-X3,Linux,,Cluster,Research,Research,Infiniband,Infiniband DDR,North America,Americas,06/2011
111,Los Alamos National Laboratory,Appro International,"Appro Xtreme Opteron 2 GHz, Infiniband QDR",United States,2011,13312,83050.0,106500.0,873600,436800,0.0,AMD x86_64,AMD x86_64 Opteron 8 Core,2000,8,Appro XtremeServer,Appro XtremeServers,Linux,,Cluster,Research,Research,Infiniband,Infiniband QDR,North America,Americas,06/2011
112,"Stony Brook/BNL, New York Center for Computational Sciences",IBM,eServer Blue Gene Solution,United States,2007,36864,82161.0,103219.0,0,0,403.2,Power,PowerPC 440,700,2,IBM BlueGene,BlueGene/L,CNK/SLES 9,,MPP,Research,Research,Proprietary,Proprietary,North America,Americas,06/2011
113,Maui High-Performance Computing Center (MHPCC),Dell,"Dell PowerEdge M610 Cluster, Nehalem-EP 2.8Ghz, Infiniband",United States,2009,9210,80580.0,103219.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,4,Dell PowerEdge Cluster,PowerEdge M610 Cluster,Linux,,Cluster,Research,Research,Infiniband,Infiniband,North America,Americas,06/2011
114,DLR - CASE,Oracle,"Oracle Blade Server X6275,  X5670 2.93 GHz, Infiniband QDR",Germany,2011,7680,79340.0,91130.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2930,6,Sun Blade System,Oracle Blade x6275,Linux,,Cluster,Research,Not Specified,Infiniband,Infiniband QDR,Western Europe,Europe,06/2011
115,Naval Oceanographic Office - NAVO DSRC,IBM,"Power 575, p6 4.7 GHz, Infiniband",United States,2009,5440,78680.0,102272.0,0,0,869.42,Power,POWER6,4700,2,IBM pSeries,pSeries 575,AIX,,MPP,Research,Not Specified,Infiniband,Infiniband,North America,Americas,06/2011
116,CINECA,IBM,"Power 575, p6 4.7 GHz, Infiniband",Italy,2009,5376,78680.0,101069.0,907199,0,859.19,Power,POWER6,4700,2,IBM pSeries,pSeries 575,AIX,,MPP,Academic,Not Specified,Infiniband,Infiniband,Southern Europe,Europe,06/2011
117,IT Service Provider (D),Hewlett-Packard,"Cluster Platform 3000 BL460c G6, Xeon E5670 2.93 GHz, GigE",United States,2011,12822,77745.1,150274.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2930,6,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c G6,Linux,,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2011
118,"Center for Computational Sciences, University of Tsukuba",Appro International,"Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband",Japan,2009,10368,77280.0,95385.0,1562400,0,671.8,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,4,Appro XtremeServer,Appro XtremeServers,Redhat Linux,,Cluster,Academic,Research,Infiniband,Infinband DDR 4x,Eastern Asia,Asia,06/2011
119,CLUMEQ - Université Laval,Oracle,"Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR",Canada,2009,7616,77170.0,85299.0,1160376,0,332.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,4,Sun Blade System,Sun Blade 6048,Linux,,Cluster,Academic,Research,Infiniband,Infiniband,North America,Americas,06/2011
120,US Army Research Laboratory (ARL),Cray Inc.,Cray XT5 QC 2.3 GHz,United States,2008,10400,76800.0,95680.0,0,0,481.0,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,4,Cray XT,Cray XT5 QuadCore,CNL,,MPP,Research,Not Specified,Proprietary,XT4 Internal Interconnect,North America,Americas,06/2011
121,CSC (Center for Scientific Computing),Cray Inc.,Cray XT5/XT4 QC 2.3 GHz,Finland,2009,10864,76510.0,101997.0,0,0,520.8,AMD x86_64,AMD x86_64 Opteron Quad Core,2300,4,Cray XT,Cray XT5 QuadCore,CNL,,MPP,Academic,Not Specified,Proprietary,XT4 Internal Interconnect,Northern Europe,Europe,06/2011
122,Service Provider,IBM,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",United States,2011,13648,76030.0,138118.0,0,0,431.4,Intel EM64T,Intel EM64T Xeon E55xx (Nehalem-EP),2530,4,IBM BladeCenter,"BladeCenter HS22 Cluster, NH Xeon quad core",Linux,,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2011
123,DOE/NNSA/LLNL,IBM,eServer pSeries p5 575 1.9 GHz,United States,2006,12208,75760.0,92781.0,1383600,0,1992.96,Power,POWER5,1900,2,IBM pSeries,pSeries 575,AIX,,MPP,Research,Research,SP Switch,Federation,North America,Americas,06/2011
124,Purdue University,Hewlett-Packard,"HP Cluster Platform 4000 DL165 G7 Cluster, Opteron 12-core 2.1 Ghz, 10G",United States,2011,11064,75425.8,95961.6,0,0,0.0,AMD x86_64,AMD x86_64 Opteron 12 Core,2100,12,HP Cluster Platform 4000,HP Cluster Platform 4000 DL165 G7 Cluster,Linux,,Cluster,Academic,Not Specified,Gigabit Ethernet,10G Ethernet,North America,Americas,06/2011
125,University of Minnesota/Supercomputing Institute,Hewlett-Packard,"Cluster Platform 3000 BL280c G6, Xeon X55xx 2.8Ghz, Infiniband",United States,2011,8568,75425.8,95961.6,0,0,0.0,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,4,HP Cluster Platform 3000BL,Cluster Platform 3000 BL280c G6,Linux,,Cluster,Academic,Not Specified,Infiniband,Infiniband,North America,Americas,06/2011
126,National Institute for Environmental Studies,NSSOL / SGI Japan,"Asterism ID318, Intel Xeon E5530, NVIDIA C2050, Infiniband",Japan,2010,5760,75350.0,177120.0,661000,0,0.0,Intel EM64T,Intel EM64T Xeon E55xx (Nehalem-EP),2400,4,SGI Cluster,Asterism Cluster,Linux,NVIDIA 2050,Cluster,Research,Environment,Infiniband,Infiniband,Eastern Asia,Asia,06/2011
127,Telecommunication Company,Hewlett-Packard,"HP DL160 Cluster G6, Xeon X5650 2.66 GHz, GigE",Japan,2011,13620,74742.3,144917.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2660,6,HP Cluster Platform 3000,HP DL160 Cluster G6,Linux,,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,06/2011
128,Arrow Enterprise Computing Solutions,Hewlett-Packard,"Cluster Platform 3000 BL460c G7, Xeon X5650 2.66 Ghz, GigE",United States,2011,13542,74336.7,144087.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2660,6,HP Cluster Platform 3000BL,Cluster Platform 3000 BL460c G7,Linux,,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2011
129,Energy Company (A),IBM,"BladeCenter HS22 Cluster, Xeon QC X55xx 2.66 GHz, Infiniband",Italy,2011,10224,73639.0,109029.0,0,0,335.48,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2660,4,IBM BladeCenter,"BladeCenter HS22 Cluster, NH Xeon quad core",Linux,,Cluster,Industry,Energy,Infiniband,Infiniband,Southern Europe,Europe,06/2011
130,NASA/Goddard Space Flight Center,IBM,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband",United States,2011,8192,73639.0,91750.0,0,0,286.72,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,4,IBM iDataPlex,xSeries iDataPlex,Linux,,Cluster,Research,Aerospace,Infiniband,Infiniband,North America,Americas,06/2011
131,Yukawa Institute for Theoretical Physics (YITP),Hitachi,"Hitachi SR16000 Model XM1/108, Power7 3.3Ghz, Infiniband",Japan,2011,3456,73350.0,91238.4,1045440,0,129.6,Power,POWER7,3300,8,Hitachi SR16000,Hitachi SR16000 Model XM1/108,AIX,,MPP,Academic,Research,Infiniband,Infiniband QDR,Eastern Asia,Asia,06/2011
132,National Centers for Environment Prediction,IBM,"Power 575, p6 4.7 GHz, Infiniband",United States,2009,4992,73060.0,93849.6,0,0,797.0,Power,POWER6,4700,2,IBM pSeries,pSeries 575,AIX,,MPP,Research,Not Specified,Infiniband,Infiniband,North America,Americas,06/2011
133,National Centers for Environment Prediction,IBM,"Power 575, p6 4.7 GHz, Infiniband",United States,2008,4992,73060.0,93849.6,0,0,797.82,Power,POWER6,4700,2,IBM pSeries,pSeries 575,AIX,,MPP,Research,Not Specified,Infiniband,Infiniband,North America,Americas,06/2011
134,"Rensselaer Polytechnic Institute, Computational Center for Nanotechnology Innovations",IBM,eServer Blue Gene Solution,United States,2007,32768,73032.0,91750.0,884735,0,358.4,Power,PowerPC 440,700,2,IBM BlueGene,BlueGene/L,CNK/SLES 9,,MPP,Academic,Research,Proprietary,Proprietary,North America,Americas,06/2011
135,Lawrence Livermore National Laboratory,Dell,"Dell DCS Xanadu 2.5, Xeon E55xx 2.4Ghz, Infiniband DDR",United States,2010,8464,72410.0,81254.0,1670352,0,0.0,Intel EM64T,Intel EM64T Xeon E55xx (Nehalem-EP),2400,4,Dell Xanadu,Dell DCS Xanadu 2.5,Linux,,Cluster,Research,Energy,Infiniband,Infiniband DDR,North America,Americas,06/2011
136,CeSViMa - Centro de Supercomputación y Visualización de Madrid,IBM,"BladeCenter PS702 Express, Power7 3.3GHz, Infiniband",Spain,2011,3920,72030.0,103488.0,0,0,154.0,Power,POWER7,3300,8,IBM BladeCenter,"BladeCenter PS702 Express, POWER7",Linux,,Cluster,Academic,Research,Infiniband,Infiniband,Southern Europe,Europe,06/2011
137,RQCHP/Calcul Quebec/Compute Canada Université de Montréal,IBM,"iDataPlex DX360M3, Xeon 2.66, Infiniband",Canada,2011,7560,71557.5,80438.4,0,0,197.79,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2660,6,IBM iDataPlex,iDataPlex DX360M3,Linux,,Cluster,Academic,Not Specified,Infiniband,Infiniband QDR,North America,Americas,06/2011
138,Web Content Provider,Hewlett-Packard,"HP DL160 Cluster G6, Xeon E5620 2.4 GHz, GigE",United States,2011,14208,70187.6,136397.0,0,0,0.0,Intel EM64T,Intel EM64T Xeon E56xx (Westmere-EP),2400,4,HP Cluster Platform 3000,HP DL160 Cluster G6,Linux,,Cluster,Industry,WWW,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2011
139,US Army Research Laboratory (ARL),SGI,"SGI Altix ICE 8200 Enhanced LX, Xeon X5560 quad core 2.8 GHz",United States,2009,6656,70000.0,74547.2,1501752,0,350.1,Intel EM64T,Intel EM64T Xeon X55xx (Nehalem-EP),2800,4,SGI Altix,SGI Altix ICE 8200EX,SLES10 + SGI ProPack 5,,MPP,Research,Not Specified,Infiniband,Infiniband,North America,Americas,06/2011
140,Banking (M),IBM,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",United States,2011,12420,69987.0,145562.0,0,0,395.37,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2930,6,IBM xSeries,xSeries x3650M3 Cluster,Linux,,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2011
141,Banking (M),IBM,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",United States,2011,12420,69987.0,145562.0,0,0,395.37,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2930,6,IBM xSeries,xSeries x3650M3 Cluster,Linux,,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2011
142,Banking (M),IBM,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE",United States,2011,12420,69987.0,145562.0,0,0,395.37,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2930,6,IBM xSeries,xSeries x3650M3 Cluster,Linux,,Cluster,Industry,Finance,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,06/2011
143,Network Company,IBM,"BladeCenter HS22 Cluster, Xeon QC E5xx 2.53 GHz, GigEthernet",China,2011,12324,69716.8,124719.0,0,0,314.34,Intel EM64T,Intel EM64T Xeon E55xx (Nehalem-EP),2530,4,IBM BladeCenter,"BladeCenter HS22 Cluster, NH Xeon quad core",Linux,,Cluster,Industry,Not Specified,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,06/2011
144,"Carrillo Business Technologies, Inc",Hewlett-Packard,"Cluster Platform 3000 BL280c G6, Xeon X5650 2.67Ghz, Infiniband QDR",United States,2011,8328,68829.2,88609.9,0,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2660,6,HP Cluster Platform 3000BL,Cluster Platform 3000 BL280c G6,Linux,,Cluster,Industry,Not Specified,Infiniband,Infiniband QDR,North America,Americas,06/2011
145,NCSA,Dell,"PowerEdge 1955, 2.33 GHz, Infiniband, Windows Server 2008/Red Hat Enterprise Linux 4",United States,2007,9600,68480.0,89587.2,1008384,0,0.0,Intel EM64T,Intel EM64T Xeon 53xx (Clovertown),2333,4,Dell PowerEdge Cluster,PowerEdge 1955,Windows HPC 2008,,Cluster,Academic,Not Specified,Infiniband,Infiniband SDR,North America,Americas,06/2011
146,IBM Poughkeepsie Benchmarking Center,IBM,"Power 775, Power7 3.836 GHz",United States,2011,2816,68320.0,86417.4,0,0,172.38,Power,POWER7,3836,8,IBM pSeries,Power 775,AIX,,MPP,Vendor,Benchmarking,Custom,Custom,North America,Americas,06/2011
147,Texas Tech University,Dell,"Poweredge Cluster, Xeon X5660 2.8Ghz, Infiniband DDR",United States,2010,7524,68270.0,84538.0,1270976,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2800,6,Dell PowerEdge Cluster,PowerEdge R410 Cluster,Linux,,Cluster,Academic,Research,Infiniband,Infiniband DDR,North America,Americas,06/2011
148,"University of California, Los Angeles",Hewlett-Packard,"HP ProLiant SL390s G7 Xeon X5650, Nvidia M2070, Infiniband QDR",United States,2011,2482,68100.0,160577.0,710393,0,0.0,Intel EM64T,Intel EM64T Xeon X56xx (Westmere-EP),2660,6,HP Cluster Platform 3000SL,Cluster Platform SL390s G7,Linux,NVIDIA 2070,Cluster,Academic,Research,Infiniband,Infiniband QDR,North America,Americas,06/2011
